,abstract_id,line_id,abstract_text,line_number,total_lines,current_line,target
19479,20444748,20444748_10_22,"Immunohistochemical staining for cytoplasmic p63 expression was seen in four (27%) tumors, and p63 nuclear expression was also observed in four (27%) tumors.",10,22,10_22,RESULTS:
19480,20444748,20444748_17_22,"Nuclear expression of p63, involucrin and 34betaE12 were detected indicating squamous differentiation.",17,22,17_22,CONCLUSIONS:
19481,29936805,29936805_16_28,"The aim of the study was evaluation of satisfaction with life among women ill with breast cancer, with consideration of selected demographic and social factors.",16,28,16_28,OBJECTIVE:
19482,29936805,29936805_17_28,"study participated 121 patients from the Sub-Carpathian Oncology Centre in Brzozów, Poland, who had undergone surgical treatment due to breast cancer.",17,28,17_28,METHODS:
19483,29936805,29936805_20_28,Women who received surgical treatment due to breast cancer evaluated their satisfaction with life on a mediocre level.,20,28,20_28,RESULTS:
19484,29936805,29936805_24_28,"According to the SWLS, women with the diagnosis of breast cancer obtained a mean result of 5.64 sten scores Younger women evaluated their satisfaction with life in more positive terms than those who were older.",24,28,24_28,CONCLUSIONS:
19485,21468734,21468734_6_22,"primary sites, clinical features, treatment, and outcome of 46 patients with cancer metastatic to the orbits in southern China.",6,22,6_22,OBJECTIVE:
19486,21468734,21468734_7_22,"Retrospective review of medical records at a tertiary center in southern China between Jan 1, 1991 and Dec 31, 2008.",7,22,7_22,METHODS:
19487,21468734,21468734_8_22,"The study included 35 males and 11 females, with an age range of 3-78 years (average 47 years).",8,22,8_22,RESULTS:
19488,21468734,21468734_18_22,"The most common primary cancer that metastasizes to the orbit is nasopharyngeal carcinoma (30.34%), followed by lung cancer (8.70%) and liver cancer (6.52%) in southern China.",18,22,18_22,CONCLUSIONS:
19489,19101587,19101587_7_15,the relationship between exposure to breast cancer content in television news programs and fear of breast cancer.,7,15,7_15,OBJECTIVE:
19490,19101587,19101587_8_15,A quantitative standardized Health and Media Interview Survey was administered to a random sample of 500 Flemish women aged 18-85 years in 2007.,8,15,8_15,METHODS:
19491,19101587,19101587_10_15,80.6% of the women were moderately to very afraid of being diagnosed with breast cancer.,10,15,10_15,RESULTS:
19492,28558150,28558150_14_33,"Sacituzumab govitecan (IMMU-132), an antitrophoblastic cell-surface antigen (anti-Trop-2) humanized antibody-SN-38 conjugate, had encouraging efficacy in the phase 1 clinical trial.",14,33,14_33,BACKGROUND:
19493,28558150,28558150_16_33,Patients who had multiple prior therapies received IMMU-132 on days 1 and 8 of 21-day treatment cycles.,16,33,16_33,METHODS:
19494,28558150,28558150_19_33,Patients with diverse metastatic cancers who received IMMU-132 at 8 mg/kg (n = 81) and 10 mg/kg (n = 97) were examined.,19,33,19_33,RESULTS:
19495,28558150,28558150_27_33,Sacituzumab govitecan has a predictable pharmacokinetic profile and manageable toxicity at doses of 8 and 10 mg/kg.,27,33,27_33,CONCLUSIONS:
19496,31841194,31841194_7_23,"In recent years, studies have shown that lncRNA plays an essential regulatory role in biological life activities.",7,23,7_23,OBJECTIVE:
19497,31841194,31841194_12_23,of LOXL1-AS1 and miR-143-3p was measured using qRT-PCR.,12,23,12_23,METHODS:
19498,31841194,31841194_17_23,"In this study, we found that LOXL1-AS1 expression was induced while miR-142-3p expression was decreased in breast cancer tissues and cells, implying that LOXL1-AS1 and miR-143-3p play an important role in cell progression of breast cancer.",17,23,17_23,RESULTS:
19499,26909274,26909274_11_25,Questions remain regarding the optimal use of bone-targeted agents in patients with metastatic bone disease.,11,25,11_25,OBJECTIVE:
19500,26909274,26909274_13_25,"A survey was designed to explore; bone-targeted agent use in metastatic bone disease, variability in the choice and the frequency of administration of these agents.",13,25,13_25,METHODS:
19501,26909274,26909274_15_25,A total of 193 clinicians were contacted and 90 completed our survey (response rate 49% after adjustment for inactivity).,15,25,15_25,RESULTS:
19502,26909274,26909274_21_25,"Despite clinical practice guidelines and widespread use, significant areas of clinical equipoise with respect to use of bone-targeted agents exist.",21,25,21_25,CONCLUSIONS:
19503,33688563,33688563_10_20,"Breast Cancer Survivors (BCSs) experience negative effects on their physical and mental health, including sleep disorders, after the completion of treatment and over the whole spectrum of survival.",10,20,10_20,OBJECTIVE:
19504,33688563,33688563_12_20,"A descriptive, cross-sectional study was conducted with a population of 170 BCSs, who were monitored as outpatients by two surgical departments of a central Athens hospital for between one and five-5 years after completing their therapy.",12,20,12_20,METHODS:
19505,33688563,33688563_14_20,"The majority of the patients were aged 61-70 years (41.4%), married (56.9%), with two children (56.3%), and graduates of higher education (41.8%).",14,20,14_20,RESULTS:
19506,35204629,35204629_9_22,To compare the diagnostic performance of the automatic breast volume scanner (ABVS) against the handheld ultrasound (HHUS) in the differential diagnosis of benign and malignant breast lesions.,9,22,9_22,OBJECTIVE:
19507,35204629,35204629_10_22,A systematic search and review of studies involving ABVS and HHUS for breast cancer screening were performed.,10,22,10_22,METHODS:
19508,35204629,35204629_14_22,"No systematic review or randomized controlled trial were identified in the systematic search while one cross-sectional study, eight retrospective studies, and 10 prospective studies were found.",14,22,14_22,RESULTS:
19509,26895415,26895415_6_20,Fatigue has been described as the most frequent and distressing problem of cancer patients undergoing chemotherapy.,6,20,6_20,BACKGROUND:
19510,26895415,26895415_7_20,The aim of this study is to evaluate the validity and reliability of the Taiwanese version of the General Fatigue Scale (GFS-T) and to evaluate the severity of the fatigue among breast cancer patients in Taiwan.,7,20,7_20,OBJECTIVE:
19511,26895415,26895415_8_20,"A cross-sectional research design was used, recruiting breast cancer patients from 2 medical centers in Taiwan.",8,20,8_20,METHODS:
19512,26895415,26895415_11_20,A total of 171 patients participated in this study.,11,20,11_20,RESULTS:
19513,26895415,26895415_16_20,The GFS-T is a reliable and valid instrument for assessing fatigue among cancer patients.,16,20,16_20,CONCLUSIONS:
19514,9199623,9199623_6_20,"The objective of this study was to test a new laboratory technology, laser scanning cytometry, for the purpose of performing multiparameter DNA content analysis of breast carcinomas.",6,20,6_20,OBJECTIVE:
19515,9199623,9199623_14_20,"All of the first 73 cases were successfully analyzed by laser scanning cytometry, but for 8 cases (11%) there was insufficient material for flow cytometry.",14,20,14_20,RESULTS:
19516,9199623,9199623_17_20,Laser scanning cytometry is a promising new technology for DNA content analysis of solid tissue tumors.,17,20,17_20,CONCLUSIONS:
19517,22519924,22519924_6_17,the study was to refine the methodology for discriminating the ductal (DAP) and acinar adenocarcinomas (AAP) of the prostate and confirm that prostate carcinoma of ductal origin is a more aggressive subtype.,6,17,6_17,OBJECTIVE:
19518,22519924,22519924_7_17,"analysis of 110 consecutive radical prostatectomy cases operated on between 2000 and 2006 and worked up using large-format ""two-dimensional"" (2D; 4 μm thick) and ""three-dimensional"" (3D; 1500 μm thick) histology sections was carried out, with an average follow-up of 5.1 years.",7,17,7_17,METHODS:
19519,22519924,22519924_10_17,"3D histology classified 97/110 (88%) cases of AAP and 13/110 (12%) DAP, which was then confirmed in 2D specimens.",10,17,10_17,RESULTS:
19520,22519924,22519924_14_17,Both 3D histology and the three selected biomarkers can help in accurately distinguishing DAP from AAP.,14,17,14_17,CONCLUSIONS:
19521,22252672,22252672_7_19,"The objective of this study was to confirm, by means of a multicenter study conducted in Japan, the reliability and usefulness of the one-step nucleic acid amplification (OSNA) assay in routine clinical use for sentinel lymph node biopsy (SLNB) of breast cancer patients.",7,19,7_19,BACKGROUND:
19522,22252672,22252672_8_19,Patients with Tis-T2N0M0 breast cancer who underwent SLNB before systemic chemotherapy comprised the study cohort.,8,19,8_19,METHODS:
19523,22252672,22252672_11_19,"In total, 417 SLNBs from 413 patients were analyzed.",11,19,11_19,RESULTS:
19524,22252672,22252672_15_19,"The OSNA assay can be used for routine clinical SLNB, and its assessment for volume of metastasis may be a powerful predictive factor for non-SLN metastasis.",15,19,15_19,CONCLUSIONS:
19525,28665541,28665541_11_21,The purpose of this pilot study was to test the feasibility of delivering the mobile mindfulness-based stress reduction for breast cancer (mMBSR(BC)) program using an iPad and to evaluate its impact on symptom improvement.,11,21,11_21,OBJECTIVE:
19526,28665541,28665541_12_21,"A single group, pre-posttest design was implemented among female stages 0-III breast cancer survivors (BCS) who completed treatment.",12,21,12_21,METHODS:
19527,28665541,28665541_15_21,"The mean age of the 15 enrolled BCS was 57 years; one participant was non-Hispanic black, and 14 were non-Hispanic white.",15,21,15_21,RESULTS:
19528,28665541,28665541_18_21,"These results provide preliminary support that the mMBSR(BC) program may be feasible and acceptable, showing a clinical impact on decreasing psychological and physical symptoms.",18,21,18_21,CONCLUSIONS:
19529,20198717,20198717_6_16,"African-American youth cope with the diagnosis and treatment of parental breast cancer, and to identify culturally sensitive ways to recruit and sustain participation of this vulnerable population in intervention programs.",6,16,6_16,OBJECTIVE:
19530,20198717,20198717_7_16,"Three qualitative focus groups which were part of a larger study were conducted with 12 African-American youth between the ages of 11 and 18, currently coping with parental breast cancer from the Northeastern part of the United States.",7,16,7_16,METHODS:
19531,20198717,20198717_9_16,"African-American youth described fear and uncertainty about the mortality of their parent, their unpredictable future, and discomfort in negotiating breast cancer's relationship with the entire family.",9,16,9_16,RESULTS:
19532,20198717,20198717_12_16,This study suggests that clinicians can improve the care of African-American breast cancer patients and their adolescent children by being more family-centered.,12,16,12_16,CONCLUSIONS:
19533,20134315,20134315_7_19,To evaluate serum CA19-9 alterations during preoperative gemcitabine-based chemoradiation therapy (CRT) for resectable pancreatic cancer (PC) in the earlier identification of patients who are likely to benefit from subsequent resection.,7,19,7_19,OBJECTIVE:
19534,20134315,20134315_10_19,We retrospectively reviewed 64 consecutive patients with resectable PC (at diagnosis) who received preoperative CRT at our hospital between 2002 and 2008.,10,19,10_19,METHODS:
19535,20134315,20134315_16_19,"All of the category I patients were included in group A, 93.5% of the category SD patients in group B, and approximately half of the category MD patients in group A. CA19-9 alteration status was a single independent variable associated with efficacy grouping and overall patient survival, with the 1-year survival rate of category I patients, and the 4-year survival rate of category MD and SD patients being 22.2%, 34.1%, and 58.9%, respectively.",16,19,16_19,RESULTS:
19536,23674402,23674402_8_14,This study aimed to investigate the event-based prospective memory (EBPM) and time-based prospective memory (TBPM) in chemotherapy-induced cognitive impairment in patients with breast cancer.,8,14,8_14,OBJECTIVE:
